height,weight,label
193, 110, fat
191, 83, normal
200, 90, normal
165, 103, fat
162, 111, fat
157, 112, fat
185, 107, fat
189, 57, thin
173, 87, fat
198, 77, normal
180, 45, thin
170, 107, fat
181, 108, fat
195, 42, thin
161, 63, overweight
197, 54, thin
174, 106, fat
194, 98, fat
169, 106, fat
164, 95, fat
193, 88, overweight
159, 114, fat
170, 56, normal
183, 78, overweight
173, 111, fat
183, 97, fat
157, 48, normal
173, 94, fat
173, 91, fat
189, 115, fat
166, 88, fat
152, 106, fat
177, 64, normal
160, 86, fat
168, 119, fat
173, 93, fat
167, 88, fat
164, 87, fat
160, 84, fat
189, 48, thin
195, 115, fat
152, 87, fat
160, 73, fat
151, 47, normal
178, 54, thin
190, 73, normal
181, 70, normal
200, 105, fat
165, 43, thin
186, 120, fat
164, 52, normal
150, 52, overweight
175, 40, thin
153, 97, fat
179, 55, thin
164, 91, fat
183, 55, thin
178, 84, fat
172, 118, fat
189, 89, fat
193, 112, fat
178, 72, normal
167, 115, fat
196, 70, thin
195, 56, thin
177, 112, fat
172, 82, fat
192, 96, fat
180, 104, fat
196, 113, fat
170, 61, normal
181, 43, thin
161, 54, normal
187, 106, fat
197, 77, normal
168, 103, fat
197, 58, thin
180, 53, thin
170, 106, fat
191, 57, thin
165, 97, fat
175, 105, fat
168, 45, thin
190, 63, thin
154, 107, fat
191, 42, thin
164, 46, thin
173, 111, fat
163, 47, thin
199, 98, overweight
186, 83, overweight
157, 73, fat
154, 75, fat
169, 54, normal
174, 119, fat
178, 100, fat
188, 75, normal
171, 74, fat
174, 110, fat
191, 85, overweight
186, 79, normal
200, 87, normal
175, 63, normal
172, 118, fat
192, 111, fat
151, 59, fat
158, 104, fat
189, 84, overweight
176, 87, fat
188, 66, normal
188, 66, normal
165, 101, fat
193, 76, normal
157, 93, fat
174, 102, fat
196, 63, thin
157, 66, fat
161, 93, fat
183, 113, fat
169, 100, fat
168, 96, fat
200, 98, overweight
198, 95, overweight
186, 81, overweight
186, 42, thin
178, 45, thin
177, 91, fat
190, 73, normal
177, 87, fat
187, 61, thin
153, 92, fat
173, 59, normal
199, 82, normal
163, 114, fat
152, 55, overweight
165, 93, fat
168, 78, fat
168, 90, fat
199, 108, fat
185, 57, thin
154, 120, fat
160, 120, fat
171, 86, fat
158, 79, fat
179, 75, overweight
170, 80, fat
199, 100, fat
183, 116, fat
176, 110, fat
171, 50, thin
200, 49, thin
174, 68, normal
154, 109, fat
199, 108, fat
151, 72, fat
194, 100, fat
185, 70, normal
166, 119, fat
194, 89, overweight
192, 112, fat
166, 89, fat
163, 87, fat
170, 43, thin
190, 48, thin
158, 103, fat
193, 87, overweight
164, 75, fat
177, 88, fat
160, 103, fat
162, 45, thin
196, 70, thin
195, 97, fat
195, 55, thin
171, 55, normal
172, 41, thin
176, 68, normal
175, 69, normal
156, 81, fat
163, 84, fat
167, 46, thin
178, 107, fat
174, 72, overweight
188, 61, thin
163, 51, normal
161, 78, fat
153, 68, fat
157, 110, fat
168, 91, fat
194, 47, thin
180, 98, fat
178, 40, thin
157, 80, fat
175, 79, fat
167, 100, fat
158, 108, fat
178, 119, fat
177, 50, thin
152, 113, fat
193, 107, fat
172, 53, thin
200, 103, fat
153, 50, normal
162, 108, fat
182, 77, overweight
182, 91, fat
153, 79, fat
179, 42, thin
154, 66, fat
180, 59, thin
185, 113, fat
197, 70, thin
165, 120, fat
160, 63, overweight
170, 91, fat
176, 113, fat
198, 102, fat
170, 118, fat
152, 50, normal
162, 53, normal
194, 58, thin
169, 96, fat
200, 83, normal
163, 41, thin
173, 97, fat
152, 42, thin
162, 76, fat
196, 95, overweight
159, 69, fat
188, 73, normal
176, 42, thin
180, 43, thin
184, 95, fat
191, 50, thin
155, 64, fat
200, 75, normal
187, 68, normal
200, 101, fat
190, 84, overweight
181, 103, fat
193, 44, thin
180, 100, fat
163, 73, fat
196, 66, thin
186, 103, fat
184, 108, fat
161, 117, fat
179, 43, thin
190, 88, overweight
197, 78, normal
194, 61, thin
194, 119, fat
182, 88, fat
171, 115, fat
184, 78, overweight
167, 43, thin
191, 71, normal
199, 101, fat
150, 51, normal
152, 44, normal
150, 72, fat
152, 92, fat
193, 103, fat
168, 84, fat
156, 48, normal
164, 40, thin
182, 96, fat
164, 68, fat
153, 92, fat
173, 90, fat
188, 71, normal
169, 62, normal
200, 49, thin
180, 97, fat
199, 64, thin
163, 74, fat
181, 89, fat
189, 41, thin
193, 87, overweight
176, 59, normal
198, 63, thin
182, 98, fat
179, 99, fat
174, 101, fat
194, 104, fat
187, 60, thin
154, 54, normal
159, 84, fat
192, 75, normal
152, 45, normal
174, 119, fat
173, 75, fat
160, 79, fat
181, 67, normal
165, 103, fat
160, 73, fat
186, 53, thin
177, 93, fat
156, 93, fat
178, 47, thin
152, 82, fat
200, 118, fat
159, 96, fat
176, 103, fat
176, 52, thin
183, 89, fat
196, 47, thin
175, 47, thin
175, 106, fat
180, 98, fat
166, 95, fat
200, 83, normal
185, 43, thin
169, 87, fat
159, 91, fat
183, 65, normal
152, 116, fat
158, 74, fat
177, 97, fat
188, 87, overweight
187, 40, thin
192, 51, thin
172, 59, normal
157, 83, fat
181, 59, thin
162, 83, fat
196, 76, normal
176, 55, thin
161, 110, fat
184, 105, fat
194, 54, thin
169, 111, fat
184, 96, fat
173, 62, normal
175, 59, normal
161, 51, normal
170, 40, thin
199, 75, normal
170, 104, fat
197, 94, overweight
198, 70, thin
158, 92, fat
155, 100, fat
164, 80, fat
193, 68, thin
160, 77, fat
151, 84, fat
175, 92, fat
196, 46, thin
168, 42, thin
194, 120, fat
153, 104, fat
190, 69, normal
174, 55, thin
150, 41, thin
184, 81, overweight
188, 116, fat
193, 83, normal
177, 101, fat
176, 72, overweight
171, 99, fat
199, 86, normal
176, 45, thin
158, 64, fat
157, 66, fat
151, 95, fat
197, 56, thin
169, 113, fat
200, 94, overweight
160, 55, normal
170, 56, normal
177, 55, thin
171, 66, normal
169, 95, fat
195, 68, thin
179, 93, fat
185, 66, normal
153, 82, fat
179, 78, overweight
193, 59, thin
174, 79, fat
186, 80, overweight
168, 96, fat
155, 85, fat
162, 120, fat
183, 102, fat
174, 77, fat
199, 86, normal
164, 78, fat
172, 42, thin
151, 56, overweight
189, 91, fat
151, 47, normal
190, 95, fat
164, 106, fat
162, 111, fat
167, 59, normal
155, 104, fat
166, 95, fat
154, 72, fat
165, 65, overweight
172, 55, normal
200, 42, thin
160, 95, fat
170, 42, thin
183, 53, thin
185, 88, fat
193, 75, normal
186, 59, thin
166, 69, fat
197, 95, overweight
179, 96, fat
194, 77, normal
195, 51, thin
195, 55, thin
177, 108, fat
164, 90, fat
161, 103, fat
189, 87, overweight
158, 45, thin
180, 45, thin
185, 64, normal
158, 64, fat
191, 59, thin
173, 87, fat
197, 111, fat
153, 118, fat
156, 88, fat
200, 78, normal
153, 56, overweight
193, 62, thin
160, 99, fat
150, 41, thin
174, 73, overweight
183, 91, fat
166, 93, fat
172, 88, fat
182, 80, overweight
167, 55, normal
177, 96, fat
166, 43, thin
193, 91, overweight
162, 65, overweight
179, 112, fat
186, 110, fat
194, 98, fat
199, 96, overweight
156, 88, fat
174, 100, fat
197, 104, fat
172, 46, thin
170, 96, fat
192, 68, thin
183, 40, thin
152, 104, fat
157, 56, normal
162, 62, overweight
154, 98, fat
175, 41, thin
158, 49, normal
155, 114, fat
151, 66, fat
192, 115, fat
160, 86, fat
171, 81, fat
174, 55, thin
190, 110, fat
174, 43, thin
187, 75, normal
179, 62, normal
199, 115, fat
170, 63, normal
174, 109, fat
186, 83, overweight
153, 117, fat
173, 116, fat
161, 74, fat
165, 114, fat
179, 59, thin
176, 118, fat
172, 48, thin
197, 70, thin
197, 56, thin
178, 52, thin
171, 75, fat
166, 117, fat
167, 71, fat
183, 102, fat
150, 71, fat
191, 115, fat
191, 49, thin
158, 87, fat
198, 88, normal
177, 82, fat
158, 113, fat
190, 97, fat
169, 61, normal
169, 56, normal
166, 105, fat
155, 120, fat
181, 40, thin
165, 50, thin
186, 77, normal
169, 91, fat
150, 105, fat
170, 107, fat
192, 76, normal
155, 69, fat
191, 98, fat
180, 62, normal
165, 44, thin
171, 93, fat
158, 70, fat
167, 100, fat
164, 104, fat
177, 81, fat
174, 68, normal
179, 86, fat
197, 40, thin
183, 109, fat
158, 69, fat
185, 61, thin
174, 44, thin
170, 62, normal
175, 81, fat
164, 102, fat
189, 102, fat
158, 103, fat
150, 85, fat
182, 103, fat
190, 112, fat
174, 52, thin
188, 65, thin
191, 116, fat
161, 116, fat
172, 113, fat
152, 63, fat
170, 100, fat
173, 118, fat
155, 90, fat
171, 63, normal
167, 93, fat
176, 114, fat
150, 42, normal
151, 62, fat
159, 81, fat
164, 97, fat
180, 76, overweight
154, 44, normal
173, 117, fat
159, 80, fat
161, 75, fat
174, 88, fat
161, 98, fat
157, 119, fat
176, 110, fat
161, 57, normal
190, 115, fat
172, 62, normal
187, 67, normal
192, 119, fat
156, 50, normal
180, 79, overweight
174, 102, fat
150, 62, fat
170, 47, thin
198, 40, thin
166, 76, fat
176, 107, fat
160, 67, fat
174, 50, thin
155, 80, fat
183, 58, thin
168, 107, fat
153, 91, fat
153, 100, fat
152, 119, fat
169, 75, fat
190, 102, fat
161, 112, fat
185, 97, fat
150, 91, fat
153, 102, fat
170, 54, normal
192, 50, thin
185, 66, normal
168, 51, thin
172, 86, fat
196, 88, overweight
168, 94, fat
150, 76, fat
176, 78, fat
152, 47, normal
197, 110, fat
162, 44, thin
159, 74, fat
181, 111, fat
166, 95, fat
182, 56, thin
157, 114, fat
164, 72, fat
187, 47, thin
165, 84, fat
168, 119, fat
171, 95, fat
181, 49, thin
188, 89, fat
195, 77, normal
187, 73, normal
164, 96, fat
164, 50, normal
164, 79, fat
152, 55, overweight
170, 87, fat
155, 60, fat
198, 94, overweight
157, 81, fat
184, 46, thin
185, 65, normal
195, 43, thin
185, 69, normal
167, 107, fat
163, 48, thin
185, 75, normal
172, 87, fat
163, 107, fat
153, 107, fat
169, 73, fat
177, 75, overweight
151, 60, fat
189, 81, normal
167, 116, fat
183, 55, thin
165, 103, fat
160, 119, fat
197, 103, fat
162, 103, fat
167, 62, normal
169, 102, fat
173, 54, thin
169, 95, fat
192, 80, normal
180, 55, thin
167, 59, normal
156, 94, fat
181, 54, thin
175, 57, normal
169, 115, fat
173, 54, thin
160, 108, fat
161, 83, fat
157, 99, fat
181, 103, fat
176, 112, fat
187, 106, fat
160, 40, thin
155, 94, fat
198, 58, thin
185, 81, overweight
177, 117, fat
161, 44, thin
150, 67, fat
193, 92, overweight
172, 117, fat
198, 74, normal
151, 53, overweight
161, 47, thin
198, 58, thin
159, 43, thin
181, 70, normal
193, 116, fat
193, 117, fat
191, 104, fat
174, 57, normal
156, 71, fat
188, 120, fat
179, 89, fat
180, 109, fat
175, 43, thin
174, 120, fat
181, 51, thin
172, 87, fat
171, 50, thin
197, 60, thin
153, 78, fat
195, 45, thin
187, 76, normal
180, 44, thin
151, 89, fat
156, 113, fat
165, 85, fat
188, 83, overweight
154, 94, fat
164, 77, fat
170, 106, fat
185, 65, normal
169, 76, fat
156, 41, thin
157, 91, fat
183, 77, overweight
189, 63, thin
153, 70, fat
165, 53, normal
177, 85, fat
174, 61, normal
162, 56, normal
198, 110, fat
188, 44, thin
179, 89, fat
193, 108, fat
195, 82, normal
175, 108, fat
188, 96, fat
182, 56, thin
168, 54, normal
169, 68, overweight
200, 60, thin
161, 75, fat
188, 44, thin
172, 91, fat
170, 120, fat
194, 92, overweight
166, 114, fat
160, 99, fat
193, 99, fat
191, 40, thin
164, 117, fat
164, 93, fat
161, 92, fat
155, 101, fat
197, 109, fat
195, 44, thin
157, 108, fat
196, 67, thin
198, 96, overweight
176, 81, fat
182, 42, thin
191, 57, thin
190, 113, fat
156, 96, fat
158, 59, overweight
153, 112, fat
194, 105, fat
200, 106, fat
178, 73, overweight
171, 53, thin
178, 119, fat
192, 120, fat
195, 59, thin
200, 71, thin
164, 73, fat
170, 99, fat
170, 92, fat
192, 57, thin
158, 104, fat
163, 45, thin
196, 118, fat
166, 86, fat
164, 79, fat
167, 88, fat
193, 62, thin
177, 69, normal
157, 64, fat
167, 120, fat
166, 61, normal
191, 99, fat
154, 99, fat
176, 55, thin
152, 48, normal
193, 76, normal
175, 117, fat
186, 73, normal
173, 114, fat
171, 111, fat
150, 95, fat
188, 104, fat
159, 80, fat
158, 83, fat
155, 92, fat
199, 92, overweight
150, 83, fat
192, 65, thin
161, 112, fat
195, 57, thin
169, 91, fat
196, 63, thin
186, 100, fat
151, 46, normal
176, 93, fat
185, 80, overweight
170, 68, overweight
173, 92, fat
187, 70, normal
191, 117, fat
177, 78, overweight
168, 109, fat
154, 65, fat
151, 43, normal
185, 54, thin
184, 73, normal
184, 108, fat
160, 48, normal
159, 59, overweight
170, 117, fat
170, 57, normal
181, 104, fat
166, 72, fat
177, 58, normal
176, 63, normal
182, 87, fat
195, 62, thin
184, 69, normal
156, 88, fat
198, 113, fat
200, 105, fat
159, 57, normal
157, 105, fat
184, 88, fat
167, 75, fat
200, 96, overweight
178, 88, fat
174, 44, thin
157, 56, normal
197, 84, normal
165, 93, fat
163, 110, fat
166, 89, fat
170, 70, overweight
177, 79, fat
194, 69, thin
178, 64, normal
185, 94, fat
183, 69, normal
161, 45, thin
155, 106, fat
153, 65, fat
162, 102, fat
178, 82, fat
184, 77, normal
168, 116, fat
189, 50, thin
170, 62, normal
198, 67, thin
191, 91, fat
184, 60, thin
175, 87, fat
151, 111, fat
166, 62, normal
184, 81, overweight
192, 106, fat
162, 84, fat
157, 78, fat
162, 93, fat
199, 44, thin
186, 96, fat
194, 78, normal
165, 76, fat
171, 53, thin
189, 81, normal
189, 42, thin
164, 46, thin
154, 102, fat
184, 55, thin
157, 107, fat
153, 81, fat
174, 93, fat
187, 77, normal
195, 112, fat
188, 102, fat
183, 100, fat
158, 77, fat
190, 43, thin
176, 52, thin
156, 119, fat
183, 61, thin
174, 44, thin
185, 45, thin
182, 66, normal
173, 109, fat
199, 65, thin
152, 95, fat
165, 112, fat
173, 91, fat
158, 47, normal
200, 85, normal
185, 119, fat
152, 120, fat
177, 83, fat
159, 62, overweight
160, 83, fat
160, 45, thin
173, 60, normal
173, 106, fat
150, 92, fat
150, 68, fat
168, 83, fat
178, 50, thin
168, 75, fat
179, 92, fat
173, 116, fat
150, 119, fat
158, 115, fat
194, 87, overweight
167, 98, fat
195, 75, normal
181, 63, normal
194, 98, fat
162, 114, fat
187, 110, fat
186, 42, thin
187, 79, normal
155, 42, thin
153, 92, fat
179, 91, fat
176, 92, fat
164, 120, fat
170, 85, fat
164, 78, fat
187, 95, fat
191, 71, normal
154, 75, fat
179, 75, overweight
196, 46, thin
156, 42, thin
166, 41, thin
195, 91, overweight
174, 42, thin
168, 71, fat
158, 99, fat
182, 74, normal
199, 73, thin
181, 111, fat
170, 41, thin
175, 96, fat
187, 79, normal
151, 83, fat
153, 47, normal
191, 111, fat
171, 94, fat
163, 65, overweight
162, 62, overweight
161, 62, overweight
188, 53, thin
183, 45, thin
161, 59, normal
167, 40, thin
152, 44, normal
188, 70, normal
180, 114, fat
185, 83, overweight
174, 60, normal
175, 84, fat
178, 103, fat
194, 71, normal
167, 57, normal
159, 91, fat
159, 43, thin
184, 89, fat
178, 91, fat
198, 105, fat
200, 113, fat
156, 83, fat
190, 100, fat
190, 115, fat
179, 64, normal
188, 92, fat
167, 107, fat
183, 85, fat
163, 66, overweight
187, 100, fat
169, 113, fat
195, 58, thin
176, 72, overweight
174, 78, fat
179, 64, normal
150, 77, fat
150, 42, normal
163, 99, fat
191, 99, fat
179, 91, fat
172, 97, fat
152, 66, fat
179, 111, fat
166, 83, fat
189, 77, normal
165, 52, normal
151, 81, fat
193, 87, overweight
196, 60, thin
161, 76, fat
175, 79, fat
187, 47, thin
193, 68, thin
187, 93, fat
172, 58, normal
194, 91, overweight
164, 47, thin
194, 113, fat
155, 92, fat
198, 65, thin
178, 51, thin
159, 114, fat
157, 119, fat
182, 60, thin
152, 81, fat
162, 41, thin
198, 91, overweight
173, 52, thin
186, 97, fat
168, 56, normal
176, 117, fat
183, 76, normal
190, 64, thin
177, 41, thin
153, 78, fat
162, 103, fat
192, 58, thin
193, 60, thin
165, 77, fat
167, 71, fat
199, 85, normal
164, 95, fat
192, 68, thin
166, 46, thin
152, 103, fat
183, 76, normal
182, 94, fat
162, 82, fat
196, 62, thin
174, 113, fat
155, 56, overweight
198, 56, thin
178, 104, fat
169, 103, fat
155, 76, fat
176, 61, normal
194, 70, normal
192, 92, fat
180, 106, fat
169, 40, thin
166, 49, thin
152, 86, fat
173, 111, fat
165, 99, fat
176, 68, normal
176, 51, thin
178, 99, fat
182, 81, overweight
150, 81, fat
199, 117, fat
178, 85, fat
151, 76, fat
175, 51, thin
187, 40, thin
176, 102, fat
199, 82, normal
160, 108, fat
196, 48, thin
170, 91, fat
173, 106, fat
191, 69, normal
166, 51, normal
176, 46, thin
197, 57, thin
173, 68, normal
186, 87, fat
196, 44, thin
176, 84, fat
153, 84, fat
170, 42, thin
181, 47, thin
164, 40, thin
179, 111, fat
172, 91, fat
169, 118, fat
166, 50, thin
179, 75, overweight
155, 105, fat
151, 80, fat
174, 65, normal
169, 46, thin
159, 115, fat
195, 93, overweight
187, 78, normal
165, 63, overweight
165, 120, fat
152, 41, thin
162, 46, thin
194, 97, fat
199, 119, fat
164, 41, thin
182, 85, fat
156, 54, normal
192, 73, normal
184, 70, normal
150, 111, fat
185, 84, overweight
175, 53, thin
192, 103, fat
184, 54, thin
155, 68, fat
186, 48, thin
199, 78, normal
181, 100, fat
179, 61, normal
181, 47, thin
198, 81, normal
169, 57, normal
166, 66, overweight
191, 72, normal
170, 94, fat
181, 52, thin
198, 91, overweight
189, 66, thin
159, 98, fat
195, 57, thin
174, 112, fat
187, 43, thin
197, 90, overweight
153, 101, fat
156, 58, overweight
190, 102, fat
180, 62, normal
179, 82, fat
186, 63, thin
181, 109, fat
173, 63, normal
150, 69, fat
150, 119, fat
155, 95, fat
176, 86, fat
189, 106, fat
200, 80, normal
190, 112, fat
150, 112, fat
163, 49, thin
179, 63, normal
182, 103, fat
186, 77, normal
154, 58, overweight
166, 113, fat
158, 43, thin
151, 111, fat
173, 94, fat
194, 98, fat
192, 75, normal
178, 91, fat
177, 104, fat
176, 49, thin
166, 77, fat
159, 113, fat
151, 61, fat
190, 89, overweight
182, 63, normal
191, 109, fat
166, 50, thin
169, 76, fat
181, 59, thin
185, 104, fat
170, 70, overweight
160, 60, overweight
196, 57, thin
173, 96, fat
200, 67, thin
152, 108, fat
180, 117, fat
166, 86, fat
163, 109, fat
182, 61, thin
158, 60, overweight
168, 81, fat
152, 41, thin
171, 82, fat
181, 101, fat
163, 44, thin
179, 90, fat
165, 77, fat
199, 111, fat
150, 55, overweight
193, 90, overweight
179, 70, normal
154, 76, fat
170, 116, fat
174, 71, overweight
184, 87, fat
169, 102, fat
188, 114, fat
192, 114, fat
195, 88, overweight
151, 118, fat
170, 58, normal
162, 68, fat
165, 56, normal
180, 100, fat
170, 62, normal
190, 117, fat
165, 56, normal
189, 81, normal
180, 60, normal
168, 80, fat
198, 41, thin
158, 78, fat
155, 110, fat
172, 58, normal
187, 79, normal
160, 68, fat
193, 50, thin
192, 53, thin
179, 48, thin
182, 76, overweight
168, 57, normal
195, 102, fat
199, 52, thin
163, 93, fat
195, 73, normal
187, 114, fat
158, 52, normal
174, 81, fat
163, 98, fat
161, 46, thin
169, 108, fat
187, 82, overweight
185, 67, normal
198, 40, thin
163, 60, normal
151, 111, fat
151, 50, normal
154, 83, fat
163, 92, fat
199, 100, fat
185, 72, normal
161, 40, thin
152, 112, fat
168, 69, overweight
197, 57, thin
187, 82, overweight
163, 109, fat
197, 118, fat
162, 87, fat
190, 114, fat
175, 57, normal
189, 89, fat
166, 109, fat
172, 104, fat
184, 58, thin
170, 84, fat
173, 43, thin
184, 40, thin
176, 96, fat
159, 105, fat
194, 69, thin
162, 69, fat
198, 105, fat
165, 99, fat
161, 108, fat
179, 56, thin
160, 50, normal
158, 64, fat
174, 41, thin
176, 46, thin
165, 86, fat
150, 47, normal
188, 75, normal
150, 102, fat
186, 65, normal
190, 91, fat
196, 47, thin
153, 101, fat
167, 90, fat
166, 46, thin
192, 109, fat
179, 57, thin
173, 106, fat
161, 99, fat
151, 81, fat
169, 120, fat
190, 80, normal
191, 63, thin
182, 61, thin
175, 77, fat
162, 92, fat
188, 45, thin
170, 83, fat
195, 58, thin
182, 71, normal
192, 43, thin
181, 69, normal
191, 86, overweight
167, 105, fat
184, 101, fat
168, 112, fat
198, 84, normal
160, 59, overweight
166, 60, normal
184, 56, thin
164, 86, fat
184, 74, normal
158, 81, fat
154, 84, fat
159, 43, thin
175, 110, fat
200, 115, fat
191, 63, thin
167, 114, fat
168, 90, fat
165, 47, thin
187, 107, fat
156, 109, fat
171, 40, thin
167, 83, fat
182, 104, fat
189, 82, overweight
190, 82, normal
169, 91, fat
161, 76, fat
179, 97, fat
178, 70, normal
160, 114, fat
181, 64, normal
153, 115, fat
179, 63, normal
189, 59, thin
188, 107, fat
189, 47, thin
198, 118, fat
187, 42, thin
166, 71, fat
177, 66, normal
171, 109, fat
164, 120, fat
182, 76, overweight
189, 92, fat
178, 62, normal
198, 70, thin
178, 64, normal
151, 41, thin
165, 77, fat
184, 61, thin
199, 60, thin
195, 63, thin
188, 115, fat
190, 53, thin
159, 54, normal
156, 79, fat
192, 89, overweight
192, 117, fat
190, 91, fat
161, 69, fat
173, 89, fat
161, 120, fat
159, 65, fat
165, 65, overweight
198, 120, fat
156, 112, fat
158, 103, fat
162, 107, fat
188, 101, fat
164, 101, fat
154, 40, thin
171, 75, fat
195, 46, thin
158, 114, fat
159, 110, fat
151, 58, fat
151, 69, fat
178, 82, fat
173, 66, normal
169, 67, overweight
192, 64, thin
172, 75, fat
188, 105, fat
169, 43, thin
154, 117, fat
183, 68, normal
190, 48, thin
200, 82, normal
160, 84, fat
190, 76, normal
167, 46, thin
168, 74, fat
198, 56, thin
197, 102, fat
186, 45, thin
169, 105, fat
162, 92, fat
156, 119, fat
200, 74, normal
151, 56, overweight
165, 66, overweight
188, 60, thin
170, 111, fat
167, 113, fat
165, 85, fat
155, 75, fat
157, 79, fat
165, 41, thin
159, 40, thin
162, 69, fat
178, 56, thin
179, 60, normal
189, 50, thin
193, 113, fat
182, 87, fat
151, 69, fat
172, 67, normal
169, 102, fat
200, 64, thin
173, 50, thin
188, 88, overweight
158, 81, fat
196, 104, fat
191, 77, normal
199, 87, normal
155, 87, fat
157, 67, fat
195, 109, fat
152, 92, fat
189, 61, thin
161, 66, fat
161, 59, normal
172, 96, fat
184, 109, fat
168, 72, fat
170, 56, normal
175, 113, fat
154, 76, fat
163, 80, fat
194, 84, normal
158, 109, fat
152, 104, fat
177, 50, thin
163, 115, fat
152, 91, fat
151, 53, overweight
191, 44, thin
180, 83, fat
181, 118, fat
193, 70, normal
159, 120, fat
190, 54, thin
187, 49, thin
159, 58, overweight
171, 74, fat
196, 75, normal
183, 50, thin
171, 60, normal
172, 45, thin
171, 97, fat
160, 87, fat
171, 88, fat
183, 62, normal
192, 65, thin
192, 55, thin
181, 102, fat
156, 106, fat
199, 73, thin
180, 116, fat
185, 97, fat
197, 55, thin
192, 89, overweight
152, 101, fat
185, 109, fat
181, 93, fat
152, 92, fat
171, 73, fat
171, 105, fat
180, 102, fat
193, 69, normal
151, 92, fat
164, 46, thin
164, 90, fat
160, 72, fat
162, 117, fat
177, 92, fat
157, 54, normal
171, 92, fat
198, 76, normal
196, 91, overweight
176, 98, fat
184, 55, thin
163, 97, fat
156, 111, fat
173, 95, fat
197, 119, fat
172, 86, fat
196, 40, thin
187, 109, fat
168, 104, fat
193, 90, overweight
179, 52, thin
197, 65, thin
150, 77, fat
168, 97, fat
173, 42, thin
192, 118, fat
198, 90, overweight
167, 114, fat
155, 55, normal
196, 110, fat
170, 111, fat
169, 101, fat
164, 47, thin
156, 71, fat
153, 110, fat
187, 47, thin
167, 49, thin
199, 47, thin
196, 99, fat
182, 42, thin
168, 46, thin
169, 98, fat
198, 50, thin
171, 57, normal
161, 115, fat
164, 106, fat
159, 48, normal
184, 84, overweight
168, 91, fat
171, 91, fat
166, 40, thin
196, 90, overweight
157, 93, fat
167, 54, normal
193, 105, fat
176, 86, fat
172, 52, thin
181, 104, fat
196, 41, thin
183, 92, fat
156, 109, fat
181, 109, fat
190, 44, thin
152, 88, fat
196, 90, overweight
160, 106, fat
188, 85, overweight
150, 86, fat
151, 82, fat
180, 102, fat
172, 49, thin
175, 92, fat
183, 59, thin
200, 65, thin
154, 45, normal
171, 58, normal
169, 85, fat
175, 106, fat
189, 50, thin
168, 95, fat
163, 65, overweight
163, 119, fat
174, 83, fat
171, 103, fat
191, 47, thin
181, 74, normal
184, 50, thin
153, 56, overweight
188, 62, thin
179, 78, overweight
187, 63, thin
165, 111, fat
175, 73, overweight
188, 48, thin
157, 72, fat
188, 49, thin
158, 105, fat
158, 89, fat
194, 79, normal
156, 116, fat
191, 91, fat
176, 78, fat
150, 55, overweight
161, 61, overweight
166, 57, normal
185, 100, fat
174, 53, thin
155, 68, fat
171, 50, thin
160, 103, fat
196, 112, fat
188, 105, fat
165, 44, thin
158, 89, fat
178, 70, normal
178, 76, overweight
151, 41, thin
187, 42, thin
162, 66, fat
179, 76, overweight
161, 106, fat
199, 98, overweight
178, 65, normal
156, 75, fat
155, 53, normal
150, 76, fat
180, 57, thin
180, 87, fat
157, 50, normal
183, 96, fat
190, 84, overweight
174, 106, fat
172, 60, normal
162, 74, fat
170, 89, fat
189, 57, thin
158, 78, fat
156, 110, fat
175, 77, fat
151, 77, fat
162, 60, normal
196, 49, thin
188, 64, thin
181, 55, thin
179, 110, fat
197, 86, normal
183, 105, fat
168, 78, fat
154, 43, thin
152, 103, fat
197, 91, overweight
177, 96, fat
183, 52, thin
151, 102, fat
165, 60, normal
200, 107, fat
162, 114, fat
163, 58, normal
200, 60, thin
151, 49, normal
197, 91, overweight
194, 55, thin
173, 79, fat
200, 95, overweight
167, 54, normal
159, 54, normal
189, 66, thin
189, 77, normal
165, 87, fat
154, 80, fat
199, 68, thin
190, 70, normal
162, 46, thin
180, 70, normal
161, 60, overweight
172, 78, fat
182, 120, fat
162, 82, fat
181, 71, normal
157, 60, overweight
161, 52, normal
175, 119, fat
182, 52, thin
185, 40, thin
155, 40, thin
180, 117, fat
153, 71, fat
177, 117, fat
189, 84, overweight
174, 72, overweight
152, 103, fat
181, 99, fat
157, 57, overweight
177, 102, fat
154, 116, fat
196, 96, fat
185, 114, fat
190, 45, thin
177, 58, normal
176, 86, fat
152, 89, fat
192, 60, thin
197, 98, fat
171, 41, thin
190, 52, thin
195, 93, overweight
190, 83, overweight
187, 104, fat
157, 58, overweight
174, 97, fat
154, 96, fat
169, 70, overweight
195, 119, fat
183, 81, overweight
152, 66, fat
151, 52, normal
195, 45, thin
162, 40, thin
166, 75, fat
163, 65, overweight
151, 97, fat
176, 90, fat
157, 91, fat
187, 102, fat
182, 79, overweight
163, 87, fat
155, 49, normal
198, 111, fat
172, 52, thin
179, 105, fat
183, 107, fat
185, 42, thin
176, 43, thin
172, 102, fat
153, 75, fat
153, 55, overweight
189, 119, fat
177, 104, fat
158, 44, thin
195, 98, fat
163, 46, thin
186, 45, thin
193, 43, thin
165, 120, fat
166, 117, fat
173, 112, fat
161, 116, fat
175, 73, overweight
162, 79, fat
184, 56, thin
155, 120, fat
153, 69, fat
181, 108, fat
197, 102, fat
177, 50, thin
196, 55, thin
197, 95, overweight
150, 52, overweight
184, 45, thin
157, 60, overweight
158, 113, fat
157, 77, fat
